id,title,category,condition,price,base_price,discount_percentage,currency,stock,max_purchase_quantity,free_shipping,logistic_type,pickup_available,city,state,country,os,resolution,storage,ram,cpu,voice_assistant,remote_type,ports,bluetooth,wifi,wifi_standards,warranty_time,warranty_type
MLA2013184174,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2nda Generación,MLA352001,new,96182.0,96182.0,0,ARS,28,,True,cross_docking,False,VILLA DEVOTO,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía de fábrica
MLA1975932800,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa,MLA352001,new,98990.0,98990.0,0,ARS,16,,True,cross_docking,False,Almagro,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,3 meses,Garantía del vendedor
MLA1464753255,Amazon Fire Tv Stick 8gb Wifi 5 1080p Hdr Version 2024 Alexa,MLA352001,new,77768.99,77768.99,0,ARS,46,,True,xd_drop_off,False,CHACARITA,Capital Federal,Argentina,Fire OS,1080p y 720p hasta 60 fps,8 GB,2 GB,,Alexa,,"Ethernet,Micro-USB,salida HDMI",Sí,Sí,,6 meses,Garantía del vendedor
MLA1437940615,"Amazon Fire Tv Stick 4k Streaming, Con Alexa Voice Remote",MLA352001,new,91900.0,91900.0,0,ARS,45,,True,cross_docking,False,Bernal Oeste,Buenos Aires,Argentina,Fire OS 6.2.7.7,4K,8 GB,1.5 GB,ARM Cortex-A53 Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,30 días,Garantía del vendedor
MLA1981319370,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb Wi-fi 6e Negro,MLA352001,new,119500.0,119500.0,0,ARS,16,,True,cross_docking,False,Almagro,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",3 meses,Garantía del vendedor
MLA1920570096,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con Pilas,MLA352001,new,88500.0,88500.0,0,ARS,4,,True,cross_docking,False,Bernal Oeste,Buenos Aires,Argentina,Fire OS 7,Full HD,8 GB,1 GB,MediaTek MT8695D Quad-Core,,,"Micro-USB,Ethernet",Sí,Sí,IEEE 802.11a/b/g/n/ac,1 meses,Garantía del vendedor
MLA1480367865,"Control Remoto De Voz Fire Tv Stick Lite De Segunda Generación, Alexa Amazon Bivolt, Color Negro, Tipo Control Remoto",MLA352001,new,69990.0,69990.0,0,ARS,5,,True,xd_drop_off,False,Córdoba,Córdoba,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,3 meses,Garantía de fábrica
MLA1447682463,Amazon Fire Tv Stick 4k Control Por Voz 3ra Generación Alexa,MLA352001,new,72399.0,72399.0,0,ARS,33,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,6 meses,Garantía del vendedor
MLA1751007286,Amazon Fire Tv Stick 4k Streaming 2° Gen Con Alexa ,MLA352001,new,95000.0,95000.0,0,ARS,66,,True,cross_docking,False,Bernal Oeste,Buenos Aires,Argentina,Fire OS 6.2.7.7,4K,8 GB,1.5 GB,ARM Cortex-A53 Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,30 días,Garantía del vendedor
MLA1918175152,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,MLA352001,new,96199.0,96199.0,0,ARS,15,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía del vendedor
MLA1916498408,Amazon Tv Stick Lite 3ra Gen Streaming Full Hd,MLA352001,new,86030.0,86030.0,0,ARS,999,,True,cross_docking,False,Ramos Mejía,Buenos Aires,Argentina,Fire OS 6.2.7.7,1080p Full HD (alta definición),8 GB,1 GB,ARM Cortex-A53 Quad-Core,Alexa,,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,12 meses,Garantía de fábrica
MLA1106495695, Amazon Fire Tv Stick Lite Full Hd 8gb 1gb Ram Streaming ,MLA352001,new,57799.0,57799.0,0,ARS,142,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,Quad-Core,Alexa,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA1477576483,Amazon Fire Tv Stick Lite Hd Tv Control Remoto Por Voz/ Npo,MLA352001,new,79000.0,79000.0,0,ARS,2,,True,xd_drop_off,False,San Nicolas,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,,,Amazon Alexa,,,Sí,Sí,,3 meses,Garantía del vendedor
MLA1374336916,Amazon Fire Tv Stick 4k 1.5gb Ram Streaming Control Por Voz,MLA352001,new,72399.0,72399.0,0,ARS,91,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,6 meses,Garantía del vendedor
MLA1982247164,Amazon Fire Tv Stick 4k Fire Tv Stick 4k 53-008355 Pilas 4k Negro,MLA352001,new,110273.0,110273.0,0,ARS,2,,True,drop_off,False,Rafaela,Santa Fe,Argentina,Fire OS,4K,8 GB,,,Alexa,pilas,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",No especificado,No especificado
MLA1473704297,Amazon Fire Tv Stick 8gb Wifi 5 1080p Hdr Version 2024,MLA352001,new,82313.99,82313.99,0,ARS,9,,True,xd_drop_off,False,CORDOBA CAPITAL,Córdoba,Argentina,Fire OS,1080p y 720p hasta 60 fps,8 GB,2 GB,,,,"Ethernet,Micro-USB,salida HDMI",Sí,Sí,,6 meses,Garantía del vendedor
MLA1473196225,Amazon Fire Tv Stick 3 Generación,MLA352001,new,68428.0,68428.0,0,ARS,2,,True,drop_off,False,Monserrat,Capital Federal,Argentina,Fire OS 7,Full HD,8 GB,1 GB,Quad-Core,,De voz,Micro-USB,Sí,Sí,IEEE 802.11a/b/g/n/ac,No especificado,Sin garantía
MLA1974811330,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streaming,MLA352001,new,78990.0,78990.0,0,ARS,41,,True,xd_drop_off,False,Recoleta,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"HDMI,Micro-USB",Sí,Sí,,6 meses,Garantía del vendedor
MLA1436000073,Amazon Fire Tv Stick 4k Max Ultra Hd Hdr Wifi 6 Version 2023,MLA352001,new,100150.0,100150.0,0,ARS,51,,True,xd_drop_off,False,CHACARITA,Capital Federal,Argentina,Fire OS,4K Ultra HD,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía del vendedor
MLA1144078429,Amazon Fire Tv Stick 4k 8gb Negro Con 1.5gb De Memoria Ram,MLA352001,new,72399.0,72399.0,0,ARS,81,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Fire OS,4K,8 GB,2 GB,Cpu de 1.7 ghz con cuatro núcleos,Alexa,,Micro-USB,Sí,Sí,2.4GHz,12 meses,Garantía del vendedor
MLA1995130936,Amazon Fire Tv Stick Hd 2024 Control De Voz 8gh Wifi 5 Nuevo,MLA352001,new,69400.0,69400.0,0,ARS,6,,True,xd_drop_off,False,Recoleta,Capital Federal,Argentina,Fire OS,Full HD,8 GB,1 GB,,Alexa,,"HDMI,Micro-USB",Sí,Sí,,30 días,Garantía del vendedor
MLA1451931929,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,MLA352001,new,96199.0,96199.0,0,ARS,17,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Fire OS,4K,16 GB,2 GB,MediaTek MT8696 Quad-Core,Alexa,,Micro-USB,Sí,Sí,"2.4GHz,5.8GHz",6 meses,Garantía del vendedor
MLA1997725624,Roku Express 3960 Hd | Dispositivo De Streaming Con Control Remoto Sencillo,MLA352001,new,54999.0,54999.0,0,ARS,607,,True,cross_docking,False,Parque Chas,Capital Federal,Argentina,Roku OS,Full HD,,1 GB,"Cortex-A53,Cpu de 1.7 ghz con cuatro núcleos",,Estándar,USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA2010230552,Roku Le 3930s4 Estándar Hd 32mb Color Negro/violeta Con Control Remoto,MLA352001,new,46290.0,46290.0,0,ARS,222,,True,fulfillment,False,Flores,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,Estándar,Micro-USB,No,Sí,IEEE 802.11b/g/n,12 meses,Garantía del vendedor
MLA1710564390,Roku Express 4k+ Control De Voz 4k Negro 3941,MLA352001,new,61999.0,61999.0,0,ARS,351,,True,fulfillment,False,San Nicolás,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Google Assistant,De voz,"DC jack,Micro-USB",No,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1366013645,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto Color Blanco,MLA352001,new,61950.0,61950.0,0,ARS,597,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Roku OS,4K,8 GB,1 GB,Cortex-A53 Quad-Core,,Estándar,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1464290511,Roku Streaming Stick 4k 3820 | Transmite 4k/hdr/dolby Vision,MLA352001,new,64850.0,64850.0,0,ARS,186,,True,cross_docking,False,Adrogué,Buenos Aires,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,De voz,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,12 meses,Garantía de fábrica
MLA1470024247,Roku Express 4k Streaming Tv Uhd Hdr Con Control Remoto 3940 1gb De Memoria Ram Negro,MLA352001,new,73299.0,73299.0,0,ARS,20,,True,cross_docking,False,Belgrano,Capital Federal,Argentina,Roku OS,4K,32 MB,512 GB,Cortex-A55,,Estándar,Micro-USB,No,Sí,802.11b/g/n Wi-Fi® de banda-dupla 2.4 e 5 GHz,2 meses,Garantía del vendedor
MLA1975487350,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto Color Negro,MLA352001,new,54999.0,54999.0,0,ARS,559,,True,cross_docking,False,VILLA DEVOTO,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,,,Estándar,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía de fábrica
MLA1441718535,Roku Premiere 3920 Estándar 4k Negro,MLA352001,new,83755.26,83755.26,0,ARS,21,,True,xd_drop_off,False,CORDOBA CAPITAL,Córdoba,Argentina,Roku OS,4K,,,ARM Cortex-A53 Quad-Core,,Estándar,"DC jack,Micro-USB",Sí,Sí,IEEE 802.11a/b/g/n,3 meses,Garantía del vendedor
MLA1461888965,Roku Ultra Lt 4801 De Voz 4k Negro Con 2gb De Memoria Ram,MLA352001,new,187999.0,187999.0,0,ARS,12,,True,xd_drop_off,False,Olivos,Buenos Aires,Argentina,Roku OS,4K,,2 GB,Cortex-A53 Quad-Core,,De voz,Ethernet,Sí,Sí,IEEE 802.11a/b/g/n/ac,6 meses,Garantía del vendedor
MLA2010216556,Roku Le 3930s4 Estándar Hd 32mb Negro Y Violeta,MLA352001,new,46389.0,46389.0,0,ARS,312,,True,fulfillment,False,Almagro,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1388907737,Roku 3820r Tv Stick 4k C/contro Por Voz,MLA352001,new,77999.0,77999.0,0,ARS,574,,True,cross_docking,False,Parque Chas,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1422209109,Roku Express 3960mx Streaming Tv Hd 512mb Con Control Remoto,MLA352001,new,59999.0,59999.0,0,ARS,1014,,True,fulfillment,False,Garín,Buenos Aires,Argentina,Roku OS,Full HD,128 GB,512 MB,"Cortex-A53,Cpu de 1.7 ghz con cuatro núcleos",,,USB,No,Sí,IEEE 802.11b/g/n,12 meses,Garantía del vendedor
MLA1366869301,Roku Premiere 3920rw 4k Hdr Streaming Youtube Netflix Disney,MLA352001,new,54800.0,54800.0,0,ARS,298,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA920529907,Roku Premier 3920r Smart Tv 4k Hdr Hdmi Netflix Disney ,MLA352001,new,99311.28,99311.28,0,ARS,289,2,True,xd_drop_off,False,CHACARITA,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A53 Quad-Core,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1100161682,Roku Express 4k Plus Smart Tv Hdmi Streaming Control C/voice,MLA352001,new,84999.0,84999.0,0,ARS,164,,True,cross_docking,False,San Nicolás,Capital Federal,Argentina,Roku OS,4K,32 MB,512 MB,Cortex-A55,Google Assistant,,"DC jack,Micro-USB",No,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1432340592,Roku Le 3930s4 Full Hd Youtube Netflix Media Streaming,MLA352001,new,46490.0,46490.0,0,ARS,105,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1388821445,Roku 3820r Tv Stick 4k C/contro Por Voz,MLA352001,new,77999.0,77999.0,0,ARS,756,,True,cross_docking,False,Parque Chas,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1384914889,Roku Tv Box Express 3941r 4k 2021 C/control Remoto Por Voz,MLA352001,new,68999.0,68999.0,0,ARS,381,,True,cross_docking,False,Parque Chas,Capital Federal,Argentina,Roku OS,4K,,,Cortex-A55,Google Assistant,,"DC jack,Micro-USB",No,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1438007623,Roku Express Le 3930s4 Hd Control Remoto Streaming,MLA352001,new,46470.0,46470.0,0,ARS,139,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Roku OS,HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1126476791,Roku Streaming Stick 3820r 4k Remoto C/ Voz Disney Netflix,MLA352001,new,94990.0,94990.0,0,ARS,158,,True,cross_docking,False,San Nicolás,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,,"Micro-USB,USB",,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1102102292, Roku Tv Box Express 3941r 4k 2021 C/control Remoto Por Voz,MLA352001,new,68999.0,68999.0,0,ARS,266,,True,cross_docking,False,Parque Chas,Capital Federal,Argentina,,4K,,,Cortex-A55,Google Assistant,De voz,"DC jack,Micro-USB",,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1445967533,Roku Le 3930s4 Hd. Streaming Smart Tv. Con Control Remoto,MLA352001,new,46290.0,46290.0,0,ARS,263,,True,cross_docking,False,Villa Urquiza,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía de fábrica
MLA2009555432,Roku Le 3930s4 Estándar Hd 32mb Negro Y Violeta,MLA352001,new,46380.0,46380.0,0,ARS,83,,True,fulfillment,False,San Nicolás,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1423128791,Roku Le 3930s4 Full Hd Youtube Netflix Media Streaming,MLA352001,new,46490.0,46490.0,0,ARS,108,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1389241696,Roku Le 3930s4 Full Hd Youtube Netflix Media Streaming ,MLA352001,new,46490.0,46490.0,0,ARS,244,,True,cross_docking,False,San Cristóbal,Capital Federal,Argentina,Roku OS,Full HD,32 MB,512 MB,Cortex-A53,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1870770752,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto,MLA352001,new,53900.0,53900.0,0,ARS,25,,True,xd_drop_off,False,Recoleta,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A53 Quad-Core,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1899093790,Roku Premiere Convertidor Smart Tv Full Hd + Control Remoto,MLA352001,new,115000.0,115000.0,0,ARS,33,,True,xd_drop_off,False,Parque Patricios,Capital Federal,Argentina,Roku OS,4K,1 GB,1 GB,Cortex-A53 Quad-Core,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,30 días,Garantía del vendedor
MLA2010203428,Roku Le 3930s4 Estándar Hd 32mb Negro Y Violeta,MLA352001,new,46290.0,46290.0,0,ARS,60,,True,xd_drop_off,False,Monserrat,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1401875226,Roku Premiere 3920rw 4k Hdr Streaming Youtube Netflix Disney,MLA352001,new,54800.0,54800.0,0,ARS,150,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1434892333,Roku Streaming Stick 4k | Dispositivo De Streaming 4k,MLA352001,new,96999.0,96999.0,0,ARS,63,,True,fulfillment,False,Córdoba,Córdoba,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,6 meses,Garantía del vendedor
MLA1366051841,Roku Premiere 3920 4k Hdr Control Remoto Streaming,MLA352001,new,54800.0,54800.0,0,ARS,29,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1405965240,Roku Le 3930s4 Full Hd Youtube Netflix Media Streaming,MLA352001,new,46490.0,46490.0,0,ARS,55,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1899209176,Roku Streaming Stick 4k 3920rw Hdr Con Control Tv,MLA352001,new,115000.0,115000.0,0,ARS,39,,True,xd_drop_off,False,Parque Patricios,Capital Federal,Argentina,Roku OS,4K,1 GB,1 GB,Cortex-A53 Quad-Core,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,30 días,Garantía del vendedor
MLA1992899294,Roku Premiere 4k Hdr Streaming + Control Remoto,MLA352001,new,69999.0,69999.0,0,ARS,10,,True,xd_drop_off,False,Monserrat,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía de fábrica
MLA1798430098,Roku Le 3930s3 Estándar Hd Blanco Y Negro,MLA352001,new,60500.0,60500.0,0,ARS,43,,True,drop_off,False,Paraná,Entre Ríos,Argentina,Roku OS,HD,,,,,Estándar,Micro-USB,No,Sí,IEEE 802.11b/g/n,3 meses,Garantía de fábrica
MLA1934416558,Roku Stick 4k Streaming Tv Hdr Dolby Vision C/control Remoto,MLA352001,new,142999.0,142999.0,0,ARS,30,,True,cross_docking,False,Garín,Buenos Aires,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,12 meses,Garantía del vendedor
MLA920527378,Roku Premier 3920r Smart Tv 4k Hdr Hdmi Netflix Streaming,MLA352001,new,83755.26,83755.26,0,ARS,303,2,True,xd_drop_off,False,CHACARITA,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A53 Quad-Core,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1142896666,Roku Express 4k Streaming Tv Uhd Hdr Con Control Remoto,MLA352001,new,99999.0,99999.0,0,ARS,578,,True,cross_docking,False,Garín,Buenos Aires,Argentina,Roku OS,4K,,1 GB,Cortex-A55,,,Micro-USB,,Sí,802.11b/g/n Wi-Fi® de banda-dupla 2.4 e 5 GHz,12 meses,Garantía del vendedor
MLA1451119589,Roku Se Streaming Special Edition Hd 3930se Open Box,MLA352001,new,73128.97,73128.97,0,ARS,128,1,True,cross_docking,False,San Nicolás,Capital Federal,Argentina,Roku OS,Full HD,32 MB,512 GB,Cortex-A53,,Estándar,Micro-USB,No,Sí,IEEE 802.11b/g/n,6 meses,Garantía del vendedor
MLA1757260276,Roku Express 3960mx Streaming Tv Hd 512mb Con Control Remoto,MLA352001,new,66999.0,66999.0,0,ARS,517,,True,cross_docking,False,Garín,Buenos Aires,Argentina,Roku OS,Full HD,128 GB,512 MB,"Cortex-A53,Cpu de 1.7 ghz con cuatro núcleos",,,USB,No,Sí,IEEE 802.11b/g/n,12 meses,Garantía del vendedor
MLA1998264502,Roku Express 3930 Estándar Hdmi;dts Digital Surround;dolby Por Pass-through De Hdmi 32mb Negro Con 512mb De Memoria Ram,MLA352001,new,57500.0,57500.0,0,ARS,55,,True,cross_docking,False,Núñez,Capital Federal,Argentina,Roku OS,HDMI;DTS Digital Surround;Dolby por pass-through de HDMI,32 MB,512 MB,Cortex-A53,,Estándar,"HDMI,USB",No,Sí,802.11b/g/n,60 días,Garantía de fábrica
MLA2010189510,Roku Le 3930s4 Estándar Hd 32mb Negro Y Violeta,MLA352001,new,63000.0,63000.0,0,ARS,24,,True,xd_drop_off,False,San Nicolás,Capital Federal,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,12 meses,Garantía del vendedor
MLA1436005965,Roku Streaming Stick 4k | Dispositivo De Streaming 4k/hdr/do,MLA352001,new,94200.0,94200.0,0,ARS,38,,True,cross_docking,False,Almagro,Capital Federal,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,3 meses,Garantía del vendedor
MLA1838521534,Smart Tv Convertidor Roku Express Hd Control Remoto Pcreg,MLA352001,new,70049.0,70049.0,0,ARS,842,,True,cross_docking,False,Almagro,Capital Federal,Argentina,Roku OS,Full HD,,512 MB,"Cortex-A53,Cpu de 1.7 ghz con cuatro núcleos",,,USB,No,Sí,IEEE 802.11b/g/n,12 meses,Garantía de fábrica
MLA1449115289,Roku Premiere 4k Hdr Streaming - Incluye Pilas Y Fuente,MLA352001,new,95500.0,95500.0,0,ARS,35,,True,cross_docking,False,Bernal Oeste,Buenos Aires,Argentina,Roku OS,4K,,,Cortex-A53 Quad-Core,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,30 días,Garantía del vendedor
MLA1853979098,Roku Premiere 4k Convertidor Streaming Control Remoto,MLA352001,new,54800.0,54800.0,0,ARS,37,,True,xd_drop_off,False,San Cristóbal,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,Cortex-A53 Quad-Core,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
MLA1373073624,Roku Express 3930 Full Hd 1080p C Control Netflix Disney Hbo,MLA352001,new,59999.0,59999.0,0,ARS,147,,True,cross_docking,False,Haedo,Buenos Aires,Argentina,Roku OS,HD,32 MB,512 MB,Cortex-A53,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,No especificado,Sin garantía
MLA1440815810,Roku Le 3930s4 C/ Control Remoto Full Hd Netflix Hbo Disney+,MLA352001,new,49999.0,49999.0,0,ARS,98,,True,cross_docking,False,Haedo,Buenos Aires,Argentina,Roku OS,Full HD,32 MB,,,,,Micro-USB,No,Sí,IEEE 802.11b/g/n,3 meses,Garantía del vendedor
MLA1934671920,Roku Stick 4k Streaming Tv Hdr Dolby Vision C/control Remoto,MLA352001,new,162999.0,162999.0,0,ARS,31,,True,cross_docking,False,Garín,Buenos Aires,Argentina,Roku OS,4K,,1 GB,Cortex-A55,Alexa,,"Micro-USB,USB",Sí,Sí,IEEE 802.11ac,12 meses,Garantía del vendedor
MLA1401236242,Roku Premiere 3920rw 4k Hdr Control Remoto Streaming,MLA352001,new,54800.0,54800.0,0,ARS,46,,True,xd_drop_off,False,San Cristobal,Capital Federal,Argentina,Roku OS,4K/HDR,,1 GB,,,,"DC jack,Micro-USB",No,Sí,IEEE 802.11a/b/g/n,6 meses,Garantía del vendedor
